id,tanggal,jam,sens1,sens2,sens3,sens4,sens5,sens6,sens7,sens8,sens9,,,,,
2825,16-Apr,12:10,28.56,78.26,47636.48,39.4,0.333093387,0.801979084,0.050906415,0.856554702,0.986459774,0.758934059,0.919350471,0.158976725,0.109482592,0.975846019
2826,16-Apr,12:20,28.72,78.92,71516.16,39.51,0.844518045,0.677461357,0.453990109,0.989894568,0.242405705,0.839224887,0.475934414,0.219757255,0.294434316,0.131153363
2827,16-Apr,12:30,28.72,78.07,81756.16,39.72,0.526038051,0.632909081,0.778121088,0.793981289,0.631017282,0.510743513,0.040309179,0.998362876,0.529645395,0.06252029
2828,16-Apr,12:40,28.8,78.07,88473.61,41.69,0.120573706,0.914521689,0.936516051,0.276082012,0.840912588,0.185963186,0.871224453,0.251805008,0.421449616,0.765116395
2829,16-Apr,12:50,28.88,76.48,16691.2,38.5,0.285952814,0.620806011,0.316353341,0.086347439,0.074341112,0.448279595,0.024712522,0.303870615,0.03771697,0.404922517
2830,16-Apr,13:00,28.72,76.38,17141.76,39.88,0.122058722,0.827767714,0.172903512,0.637615317,0.564383411,0.224509004,0.533663964,0.045401802,0.750215259,0.858729447
2831,16-Apr,13:10,28.72,75.54,17049.6,40.14,0.218233023,0.257194118,0.287856197,0.621807471,0.147318262,0.299246443,0.300404742,0.040502956,0.390020463,0.271120146
2832,16-Apr,13:20,28.72,76.48,17418.24,40.84,0.746957708,0.620579776,0.847892823,0.626113768,0.32086825,0.844797672,0.117451174,0.657263278,0.065417713,0.954978267
2833,16-Apr,13:30,28.72,76.76,18616.32,38.49,0.902348455,0.498147908,0.473976696,0.621008492,0.359555845,0.210386278,0.491322478,0.69852747,0.72522702,0.856308928
2834,16-Apr,13:40,28.64,75.91,18800.64,40.5,0.41849739,0.055861146,0.378645054,0.128560651,0.323605183,0.873799263,0.329633549,0.892188132,0.249784453,0.590258102
2835,16-Apr,13:50,28.48,76.85,18800.64,40.34,0.790594747,0.89347551,0.838331101,0.464456028,0.085156971,0.554670575,0.460616279,0.734636407,0.777755043,0.403012345
2836,16-Apr,14:00,28.33,77.51,18063.36,39.16,0.008197704,0.896612139,0.832604515,0.332015445,0.788039322,0.555948153,0.499651188,0.047230226,0.384114872,0.442252029
2837,16-Apr,14:10,28.25,78.26,7642.74,37.7,0.697014937,0.775604885,0.363822022,0.466506751,0.347897932,0.578596552,0.667162577,0.469914548,0.4252258,0.500396855
2838,16-Apr,14:20,28.17,77.79,16865.28,39.61,0.9344696,0.725985396,0.142199457,0.009688052,0.637072488,0.627367289,0.523320419,0.466267697,0.057005402,0.132867926
2839,16-Apr,14:30,28.25,79.57,15851.52,40.14,0.620387753,0.661554756,0.108598489,0.596346244,0.105792937,0.609943433,0.244069068,0.259503277,0.3789445,0.361013824
2840,16-Apr,14:40,28.25,80.98,14653.44,39.54,0.195774353,0.620239084,0.71616923,0.957754512,0.705760769,0.91093367,0.586750542,0.998501287,0.821606595,0.647381942
2841,16-Apr,14:50,28.17,80.42,13455.36,40.41,0.882607423,0.693494525,0.021366531,0.346774027,0.310105539,0.055424521,0.430882094,0.066021514,0.777457914,0.247742964
2842,16-Apr,15:00,28.09,81.35,12625.92,39.64,0.96143203,0.99025452,0.669246993,0.214020166,0.994122637,0.811379707,0.18690982,0.489715421,0.796985025,0.459819727
2843,16-Apr,15:10,28.09,79.95,11980.8,41.36,0.338483768,0.185913246,0.55054433,0.638915548,0.339863141,0.043033835,0.853339319,0.831864639,0.540855161,0.545295514
2844,16-Apr,15:20,28.25,80.79,10460.16,30.55,0.237289199,0.153502793,0.49126237,0.265171085,0.005961827,0.741207779,0.99753959,0.518139309,0.590717768,0.697139795
2845,16-Apr,15:30,28.25,78.45,9216,41.17,0.929136013,0.880803407,0.947063002,0.240745998,0.205345512,0.643794396,0.892317905,0.359722005,0.689688607,0.582921862
2846,16-Apr,15:40,28.17,80.23,7971.84,40.27,0.024224391,0.381213387,0.7518944,0.585632175,0.46109134,0.23482843,0.944085326,0.154415673,0.846643267,0.419437511
2847,16-Apr,15:50,28.09,80.79,7188.48,37.86,0.206219668,0.3623845,0.297326969,0.570900558,0.619772466,0.490417869,0.091927819,0.597182517,0.805486537,0.932734476
2848,16-Apr,16:00,28.01,82.29,6266.88,38.49,0.063313681,0.235420385,0.624102803,0.016310701,0.406120561,0.728908091,0.93007615,0.869513061,0.657430582,0.653780478
2849,16-Apr,16:10,28.01,81.26,5483.52,39.68,0.401971229,0.847008127,0.7622,0.454734206,0.161894584,0.896405279,0.626211923,0.622191214,0.383457321,0.83284626
2850,16-Apr,16:20,27.93,82.1,4815.36,24.3,0.626417189,0.78045987,0.937009017,0.321738742,0.226237599,0.820819349,0.600799588,0.017757166,0.780748984,0.019218696
2851,16-Apr,16:30,27.85,82.76,4032,39.17,0.068665571,0.382837406,0.95634413,0.201905949,0.4542641,0.255384743,0.67479277,0.723133333,0.060920442,0.956962359
2852,16-Apr,16:40,27.77,82.57,3294.72,41,0.896459155,0.790648846,0.420186959,0.222998434,0.552915772,0.969087023,0.568131403,0.230423444,0.437408756,0.235836095
2853,16-Apr,16:50,27.7,83.51,2580.48,40.82,0.838088144,0.977128064,0.088131311,0.57298872,0.095258274,0.258649944,0.534696957,0.549689007,0.147161325,0.022086925
2854,16-Apr,17:00,27.7,84.07,1935.36,40.66,0.418072549,0.575363922,0.598366813,0.67672991,0.804954542,0.851829103,0.426768097,0.677371808,0.610506294,0.450350584
2855,16-Apr,17:10,27.62,84.64,1342.08,41.6,0.262703142,0.057656783,0.550711456,0.377841543,0.039947254,0.599743386,0.483754961,0.246462558,0.62927581,0.706164972
2856,16-Apr,17:20,27.46,85.57,651.89,41.5,0.27892114,0.72870495,0.179645998,0.681765473,0.386302973,0.08451283,0.175218577,0.44349519,0.722145153,0.357346653
2857,16-Apr,17:30,27.38,87.45,355.68,40.59,0.587740466,0.883359566,0.679975975,0.780489257,0.326226438,0.972514335,0.350474947,0.587282383,0.874759693,0.942113835
2858,16-Apr,17:40,27.3,86.79,83.36,40.06,0.472884026,0.043024009,0.3578598,0.161104382,0.265315811,0.284149934,0.117395943,0.067516633,0.95555328,0.297093226
2859,16-Apr,17:50,27.14,87.64,0,52.16,0.520759992,0.341010896,0.088318287,0.810986211,0.544785099,0.09663311,0.884706487,0.700213764,0.821359226,0.573359243
2860,16-Apr,18:00,27.14,89.33,0,37.39,0.923804649,0.464350493,0.005461186,0.653334268,0.736009229,0.632371159,0.75453588,0.643971495,0.588467296,0.322991126
2861,16-Apr,18:10,26.99,90.54,0,39.65,0.973358644,0.169677532,0.090213948,0.813746889,0.650650108,0.691554418,0.506849308,0.939335926,0.564380905,0.105416835
2862,16-Apr,18:20,26.75,91.95,0,108.12,0.717032518,0.974435558,0.772512082,0.608373542,0.877903713,0.775745606,0.891106969,0.987387078,0.110591372,0.684095838
2863,16-Apr,18:30,26.59,92.89,0,46.1,0.406804729,0.932965147,0.849519109,0.585560561,0.862786819,0.405411997,0.086200834,0.647905005,0.318433788,0.554800647
2864,16-Apr,18:40,26.51,92.89,0,75.46,0.062433179,0.533172412,0.651362807,0.200191574,0.550314786,0.411206078,0.335196634,0.295024149,0.834500592,0.886190586
2865,16-Apr,18:50,26.35,92.89,0,61.87,0.823801665,0.933366363,0.487915576,0.619376098,0.044591194,0.91926436,0.089877527,0.132048673,0.593762964,0.154260754
2866,16-Apr,19:00,26.35,92.89,0,38.17,0.69383698,0.896842059,0.666026577,0.365474177,0.957342107,0.335337318,0.343194522,0.717852874,0.356919669,0.206819134
2867,16-Apr,19:10,26.2,92.89,0,60.67,0.209268169,0.030113673,0.809338774,0.259692977,0.388737518,0.37805949,0.657971913,0.546797026,0.346361695,0.594655224
2868,16-Apr,19:20,26.04,92.89,0,65.4,0.162609427,0.678686478,0.639918568,0.104616362,0.315342698,0.014940357,0.343032387,0.265216724,0.501411672,0.45644636
2869,16-Apr,19:30,26.12,92.89,0,44.17,0.175685816,0.59029426,0.726965763,0.298273015,0.986046841,0.624545573,0.316424823,0.422595308,0.751533567,0.315453748
2870,16-Apr,19:40,26.04,92.89,0,39.54,0.612979095,0.826895468,0.311450583,0.303708381,0.485530122,0.930308551,0.551239016,0.495290998,0.573479866,0.334326201
2871,16-Apr,19:50,26.12,92.89,0,83.6,0.951179184,0.12146163,0.986510137,0.799687331,0.127835883,0.341814623,0.928334599,0.320611132,0.201649625,0.566207895
2872,16-Apr,20,25.96,92.89,0,36.61,0.474885898,0.771787998,0.579311618,0.049015786,0.92381218,0.685056797,0.678859797,0.08428396,0.972727099,0.00198445
2873,16-Apr,20:10,25.8,92.89,0,62.26,0.312679517,0.669322896,0.086906312,0.140865076,0.973988514,0.658971177,0.29341337,0.352372803,0.115140643,0.919793205
2874,16-Apr,20:20,25.72,92.89,0,41.45,0.517980729,0.958496587,0.128197191,0.252769306,0.169220834,0.725675362,0.988905494,0.916902013,0.617117884,0.368640804
2875,16-Apr,20:30,25.72,92.89,0,36.02,0.367965304,0.521385391,0.578392803,0.745659686,0.426477266,0.589691784,0.006959697,0.074966648,0.00528548,0.784637557
2876,16-Apr,20:40,25.57,92.89,0,35.32,0.815028669,0.537580379,0.763735598,0.275099664,0.418409746,0.661789768,0.825615555,0.361592834,0.881770492,0.572477656
2877,16-Apr,20:50,25.64,92.89,0,36.64,0.354087606,0.053872986,0.051723371,0.41483173,0.054327108,0.626494103,0.231631727,0.546714496,0.077507286,0.535422532
2878,16-Apr,21:00,25.72,92.89,0,37.06,0.285631688,0.901331873,0.951628424,0.99849828,0.783289117,0.755998584,0.349493032,0.567807874,0.134690368,0.389843396
2879,16-Apr,21:10,25.72,92.89,0,36.38,0.396882833,0.59061583,0.87197959,0.512869828,0.221832232,0.601467361,0.076347612,0.576154715,0.009010359,0.736268417
2880,16-Apr,21:20,25.72,92.89,0,40.72,0.520983864,0.430151537,0.397329523,0.651161823,0.442166761,0.843793608,0.521002341,0.459388024,0.038453376,0.446806278
2881,16-Apr,21:30,25.8,92.89,0,37.74,0.417165158,0.211771578,0.408814255,0.731404286,0.331187144,0.058860955,0.040974308,0.14039865,0.019205119,0.851234284
2882,16-Apr,21:40,25.88,92.89,0,48.56,0.511509698,0.83121764,0.250724644,0.770722701,0.150546604,0.431348268,0.852298974,0.2349657,0.36866881,0.872591361
2883,16-Apr,21:50,25.88,92.89,0,43.15,0.199358846,0.471438155,0.465403574,0.674045771,0.493931499,0.718355235,0.809300309,0.148564926,0.04821441,0.235531731
2884,16-Apr,22:00,25.88,92.89,0,34.95,0.439835023,0.446992076,0.890578116,0.636630777,0.319835234,0.396897106,0.202309139,0.534018642,0.392706562,0.584290757
2885,16-Apr,22:10,25.72,92.89,0,37.42,0.41966679,0.650832205,0.298216277,0.806276198,0.9604824,0.880176188,0.660577055,0.042797009,0.194350135,0.709747334
2886,16-Apr,22:20,25.49,92.89,0,37.26,0.784558682,0.033813373,0.712625314,0.086353235,0.263359021,0.275598203,0.603903476,0.021638974,0.136181839,0.060542222
2887,16-Apr,22:30,25.33,92.89,0,37.07,0.121400941,0.163039183,0.214496217,0.115620636,0.833250304,0.902630976,0.324097331,0.984500671,0.688624021,0.915941081
2888,16-Apr,22:40,25.41,92.89,0,37.03,0.54854417,0.715587947,0.510362973,0.127817512,0.204917149,0.178935404,0.014701943,0.105219244,0.768819018,0.543920686
2889,16-Apr,22:50,25.41,92.89,0,41.98,0.650103825,0.501636469,0.207357995,0.103107257,0.566010314,0.698785132,0.879161628,0.862701328,0.358330889,0.949077655
2890,16-Apr,23:00,25.49,92.89,0,36.23,0.15413451,0.698736749,0.754378771,0.54448274,0.127173199,0.643207672,0.38566152,0.489994688,0.709612466,0.635283105
2891,16-Apr,23:10,25.41,92.89,0,35.85,0.184913838,0.180588675,0.14692184,0.565822408,0.075637753,0.464600681,0.1173805,0.330880401,0.150902037,0.509993488
2892,16-Apr,23:20,25.41,92.89,0,38.3,0.504505003,0.949905151,0.705262032,0.933278912,0.506730677,0.049224576,0.950013334,0.587023201,0.110083477,0.578516445
2893,16-Apr,23:30,25.33,92.89,0,36.65,0.780071204,0.095644262,0.141232109,0.594820728,0.870276427,0.080075278,0.815522667,0.830441267,0.23771686,0.491377049
2894,16-Apr,23:40,25.25,92.89,0,37.02,0.209932107,0.825361905,0.301818891,0.794360772,0.558989207,0.680709198,0.513953569,0.428721004,0.865301261,0.640340804
2895,16-Apr,23:50,25.33,92.89,0,35.1,0.311428449,0.820987181,0.835822628,0.488099633,0.593348952,0.899508847,0.870090048,0.206498317,0.169617181,0.669912024
2896,17-Apr,0:00,25.25,92.89,0,35.4,0.525824928,0.755147404,0.64872366,0.402711332,0.738515464,0.4254568,0.294337972,0.886881841,0.12926484,0.783977497
2897,17-Apr,0:10,25.25,92.89,0,38.18,0.48898668,0.109191502,0.000625058,0.528770635,0.943700774,0.725190114,0.488121906,0.15090697,0.039776769,0.277870387
2898,17-Apr,0:20,25.41,92.89,0,49.86,0.629431755,0.370773456,0.778114649,0.48693874,0.628756432,0.462345859,0.897360346,0.736122546,0.925327826,0.777706759
2899,17-Apr,0:30,25.25,92.89,0,49.16,0.495400892,0.736004268,0.049280292,0.267191554,0.188556241,0.72741355,0.71855175,0.623773422,0.638126874,0.177872567
2900,17-Apr,0:40,25.09,92.89,0,84.48,0.04718789,0.618633662,0.256157359,0.627852517,0.5549174,0.499185336,0.49666413,0.81215197,0.409898041,0.093217554
2901,17-Apr,0:50,25.01,92.89,0,59.3,0.624622937,0.270646802,0.0839846,0.265544409,0.691700002,0.866854677,0.360436384,0.977247985,0.246687327,0.636428519
2902,17-Apr,1:00,25.01,92.89,0,64.12,0.590404604,0.004423819,0.079008632,0.882047759,0.033137613,0.767488075,0.204847387,0.467544934,0.485524853,0.04404272
2903,17-Apr,1:10,25.09,92.89,0,67.21,0.160823391,0.824680978,0.510979803,0.166580215,0.824250132,0.692188664,0.281515086,0.406303786,0.029600858,0.61114228
2904,17-Apr,1:20,24.86,92.89,0,68.64,0.053149118,0.123454266,0.882318424,0.959851917,0.583235312,0.396013579,0.11481059,0.822530736,0.623933275,0.342916533
2905,17-Apr,1:30,24.7,92.89,0,67.64,0.045605896,0.116031407,0.451917571,0.675335813,0.021893978,0.468944229,0.389176953,0.139264251,0.62394293,0.256088036
2906,17-Apr,1:40,24.7,92.89,0,68.94,0.73481901,0.216955194,0.014784405,0.7967748,0.636318421,0.262134116,0.321692903,0.328820305,0.755691775,0.189080739
2907,17-Apr,1:50,24.7,92.89,0,70.95,0.277145727,0.582450291,0.95915637,0.718622329,0.271719235,0.929363686,0.438425228,0.585209626,0.178052692,0.29257874
2908,17-Apr,2:00,24.78,92.89,0,70.58,0.419640157,0.561863308,0.087337608,0.749467428,0.087390512,0.638871855,0.380957665,0.707058823,0.069376479,0.836137101
2909,17-Apr,2:10,24.78,92.89,0,68.38,0.8559698,0.517291137,0.146608943,0.456798329,0.821111878,0.517931704,0.804914226,0.855390558,0.435686449,0.910807559
2910,17-Apr,2:20,24.78,92.89,0,67.78,0.747496834,0.742319811,0.508646684,0.907605298,0.465227607,0.493763521,0.916950844,0.819643417,0.009995128,0.870145663
2911,17-Apr,2:30,24.78,92.89,0,67.9,0.311278487,0.318673801,0.023646195,0.552169887,0.925219325,0.718842305,0.921519462,0.690025172,0.413783237,0.340636895
2912,17-Apr,2:40,24.7,92.89,0,68.22,0.02189687,0.930469827,0.546810574,0.654452939,0.291857495,0.678187822,0.401718865,0.528700715,0.637631879,0.658284788
2913,17-Apr,2:50,24.86,92.89,0,67.37,0.826596074,0.986358166,0.292716689,0.776933889,0.341245255,0.856578145,0.952034597,0.560785726,0.348861893,0.194898768
2914,17-Apr,3:00,24.78,92.89,0,66.47,0.630396309,0.838587242,0.065249115,0.682020365,0.159925887,0.15776246,0.327434744,0.129468874,0.401897656,0.328286771
2915,17-Apr,3:10,24.78,92.89,0,66.09,0.836626121,0.048905689,0.168100429,0.437192265,0.075175936,0.237582971,0.505539588,0.843478725,0.84312284,0.003458414
2916,17-Apr,3:20,24.62,92.89,0,65.51,0.235761217,0.077095963,0.633721414,0.225263857,0.664513839,0.917495738,0.556270816,0.949096254,0.088694126,0.325418902
2917,17-Apr,3:30,24.62,92.89,0,64.55,0.082910934,0.356433038,0.969862696,0.382977743,0.071333573,0.941573839,0.707494291,0.204470655,0.20819895,0.717146965
2918,17-Apr,3:40,24.54,92.89,0,62.78,0.664256244,0.929259255,0.217601099,0.921931726,0.913535009,0.231129772,0.839990989,0.938075021,0.436309205,0.635513799
2919,17-Apr,3:50,24.54,92.89,0,64.39,0.602163779,0.616938576,0.67429367,0.054810503,0.914684031,0.349019361,0.808568244,0.67578483,0.385477296,0.282133413
2920,17-Apr,4:00,24.54,92.89,0,62.06,0.989638164,0.997268947,0.130250212,0.575028868,0.576838539,0.495829494,0.0748519,0.574191964,0.614052248,0.477455797
2921,17-Apr,4:10,24.38,92.89,0,105.23,0.260442975,0.222693205,0.543293538,0.046688916,0.561868472,0.513399604,0.603129534,0.098241098,0.351035252,0.792947274
2922,17-Apr,4:20,24.3,92.89,0,59.36,0.017026078,0.267873496,0.168477758,0.303368264,0.570272026,0.815371234,0.926394472,0.822593941,0.374948352,0.669582848
2923,17-Apr,4:30,24.23,92.89,0,58.52,0.579311555,0.307691981,0.621778279,0.47748986,0.22599922,0.321451732,0.197917489,0.785699749,0.324009154,0.558732498
2924,17-Apr,4:40,24.3,92.89,0,107.44,0.839035583,0.754526973,0.18449911,0.534401574,0.603706453,0.49759074,0.250190769,0.125037121,0.069392151,0.73585423
2925,17-Apr,4:50,24.3,92.89,0,67.54,0.635996578,0.300127315,0.083913434,0.569157279,0.069403336,0.313728595,0.505179128,0.055119774,0.626629965,0.620683893
2926,17-Apr,5:00,24.15,92.89,0,59.9,0.466008467,0.164245241,0.554554202,0.611201347,0.942282784,0.137094181,0.770870869,0.94826342,0.779585503,0.245416002
2927,17-Apr,5:10,24.23,92.89,0,56.4,0.920381968,0.564775354,0.9976959,0.826535418,0.341568425,0.866676394,0.42203634,0.310834003,0.253999552,0.209353995
2928,17-Apr,5:20,24.15,92.89,0,53.95,0.199880312,0.379307709,0.975105696,0.640609181,0.783084765,0.939114896,0.780417416,0.951324268,0.321562348,0.045377927
2929,17-Apr,5:30,23.99,92.89,30.16,55.43,0.079800046,0.433246041,0.814600079,0.91802692,0.611917473,0.595398404,0.175027638,0.366515588,0.998652077,0.000832192
2930,17-Apr,5:40,24.07,92.89,222.56,53.85,0.183962849,0.565568885,0.889448291,0.638819828,0.233291028,0.114404484,0.236550297,0.46065111,0.855747481,0.364353636
2931,17-Apr,5:50,24.07,92.89,760.32,54.95,0.836812125,0.009640662,0.88584791,0.325564451,0.128096545,0.211958799,0.728613109,0.687054251,0.106670222,0.780367588
2932,17-Apr,6:00,24.15,92.89,1578.24,54.33,0.547918904,0.730887035,0.526043991,0.24411801,0.568513422,0.672877268,0.909539163,0.00061467,0.800299772,0.269034315
2933,17-Apr,6:10,24.15,92.89,2713.6,52.95,0.744694847,0.357411431,0.310391762,0.863318582,0.269513407,0.650786927,0.45528646,0.362855357,0.973955868,0.308871282
2934,17-Apr,6:20,24.15,92.89,3617.28,52.47,0.163259327,0.028208994,0.167654704,0.076838164,0.991737917,0.806205167,0.444602645,0.075732618,0.699133674,0.162916189
2935,17-Apr,6:30,24.15,92.89,4439.04,52.87,0.883158677,0.975384365,0.059505148,0.255883055,0.512807901,0.335239296,0.02600551,0.568329716,0.549291067,0.454565105
2936,17-Apr,6:40,24.38,92.89,5299.2,52.96,0.635370538,0.507606892,0.900662588,0.125141749,0.608594676,0.591733332,0.851942476,0.323011925,0.663752429,0.681520281
2937,17-Apr,6:50,24.62,92.89,11868.16,53.39,0.710210888,0.417783071,0.378835942,0.236434143,0.975667065,0.842938137,0.686987422,0.690814095,0.211580449,0.686156088
2938,17-Apr,7:00,24.86,92.89,15851.52,52.31,0.244181681,0.226562252,0.311145125,0.626497849,0.235254879,0.272476324,0.734859994,0.569523971,0.817337095,0.928502555
2939,17-Apr,7:10,25.41,92.89,14284.8,51.93,0.87102143,0.089723152,0.581274474,0.102087021,0.940936976,0.843981563,0.270637323,0.812152037,0.674510915,0.647794283
2940,17-Apr,7:20,25.96,92.89,16465.92,52.52,0.574549657,0.977373668,0.615970702,0.652510403,0.318162052,0.543561586,0.598356101,0.394302611,0.599508283,0.864491315
2941,17-Apr,7:30,25.96,92.89,18493.44,52.12,0.644884232,0.483734803,0.784443908,0.746759706,0.210266214,0.261343825,0.202510009,0.368030083,0.621880894,0.429904082
2942,17-Apr,7:40,26.59,90.54,17315.84,51.5,0.225169123,0.46628418,0.736401972,0.281084827,0.95115147,0.931768271,0.145418482,0.935547095,0.093316168,0.821555901
2943,17-Apr,7:50,26.91,88.95,24473.6,50.71,0.616986109,0.668196693,0.983832655,0.548624576,0.52476098,0.034755914,0.082142216,0.641461146,0.238276933,0.085400215
2944,17-Apr,8:00,27.46,85.48,29982.72,46.57,0.09675403,0.298025885,0.006242513,0.365421265,0.285775996,0.134363699,0.471862898,0.247897841,0.375460822,0.76672292
2945,17-Apr,8:10,27.38,84.82,44154.87,40.68,0.09697256,0.748563531,0.785883022,0.814053263,0.753092614,0.936708003,0.943912737,0.6252168,0.395857639,0.626481493
2946,17-Apr,8:20,27.22,85.39,34795.52,36.04,0.82555666,0.890720076,0.566652303,0.546044377,0.458293056,0.222363098,0.894299825,0.325430816,0.695605946,0.94320825
2947,17-Apr,8:30,27.93,82.85,49233.92,34.22,0.364409089,0.177705294,0.079696327,0.339806894,0.034424459,0.744924675,0.492791346,0.493726159,0.594358119,0.177259378
2948,17-Apr,8:40,27.77,80.7,31447.28,32.99,0.602017611,0.334581135,0.986809368,0.860639555,0.115335611,0.903946403,0.359649866,0.387315755,0.327168013,0.537291643
2949,17-Apr,8:50,28.41,76.57,0,32.62,0.548482558,0.502367228,0.269806449,0.691646596,0.435918659,0.451045249,0.450474023,0.509693458,0.486727468,0.259309527
2950,17-Apr,9:00,29.04,76.2,40734.72,29.66,0.320042153,0.461164646,0.682743917,0.761845576,0.364790199,0.31843526,0.803271559,0.102026715,0.844301453,0.201429378
2951,17-Apr,9:10,28.8,72.63,60088.32,29.78,0.457885615,0.517636574,0.066659494,0.043770377,0.617949321,0.689437561,0.868594512,0.026350441,0.857625823,0.395441554
2952,17-Apr,9:20,28.56,73.66,64675.84,27.74,0.746069085,0.440123086,0.741816895,0.116050176,0.188756034,0.159979479,0.006072839,0.341024642,0.820757308,0.938059803
2953,17-Apr,9:30,28.72,72.35,63569.91,27.22,0.445595032,0.240435286,0.674998424,0.822014601,0.73317543,0.224371116,0.359789596,0.403835161,0.369454859,0.39369558
2954,17-Apr,9:40,28.96,71.04,39321.6,27.52,0.225849047,0.922765813,0.345905832,0.160692024,0.367963345,0.844008097,0.990299755,0.127472468,0.202233765,0.696185614
2955,17-Apr,9:50,28.64,73.85,85606.4,27.3,0.929952907,0.271624805,0.034960066,0.246190855,0.710853339,0.428119489,0.181611057,0.119937288,0.744800763,0.185326005
2956,17-Apr,10,28.8,71.79,82944,27.26,0.776435865,0.16212208,0.837702431,0.628135913,0.73467806,0.315107085,0.00183558,0.396093558,0.088996208,0.445038674
2957,17-Apr,10:10,29.12,70.76,99041.28,26.4,0.479733458,0.540074775,0.954049058,0.410763896,0.492740862,0.682488003,0.460981531,0.844891096,0.820318956,0.055995377
2958,17-Apr,10:20,29.04,73.85,71188.48,25.93,0.472028525,0.102890353,0.42950093,0.728686393,0.480714119,0.173340989,0.284766636,0.54040481,0.560456911,0.462205409
2959,17-Apr,10:30,29.04,69.91,54190.07,26.21,0.897718096,0.553016272,0.869646828,0.28944952,0.562116073,0.0519451,0.374855135,0.473674718,0.711711861,0.433844089
2960,17-Apr,10:40,29.27,69.44,94371.84,25.69,0.578856483,0.358765393,0.475740057,0.49538532,0.025445464,0.874417007,0.702774585,0.180647241,0.849654182,0.419077224
2961,17-Apr,10:50,29.27,73.2,76554.24,25.96,0.003424971,0.894985876,0.433911873,0.476776206,0.257222413,0.481275479,0.899219792,0.150337747,0.761245281,0.729296841
2962,17-Apr,11:00,29.35,73.85,68116.48,26.15,0.128961745,0.400476067,0.101103335,0.711290839,0.610230487,0.471854824,0.923189316,0.60903582,0.209892174,0.089864875
2963,17-Apr,11:10,29.59,71.98,95682.55,24.18,0.307229458,0.645916797,0.332691506,0.303404706,0.78773533,0.560983787,0.184228456,0.558205348,0.764594761,0.552985854
2964,17-Apr,11:20,29.43,73.66,87244.8,14.44,0.564186108,0.542916544,0.012868127,0.752724109,0.657171303,0.962038468,0.593690238,0.020538051,0.115816637,0.566201454
2965,17-Apr,11:30,29.59,72.91,71147.52,22.97,0.397817885,0.695489374,0.952787838,0.465703872,0.987429714,0.742320727,0.589719335,0.616051113,0.314116401,0.446492628
2966,17-Apr,11:40,29.51,71.51,74096.63,21.9,0.461139222,0.53328476,0.686602055,0.376321693,0.618739216,0.917236645,0.98163188,0.663212862,0.530075645,0.051387286
2967,17-Apr,11:50,29.35,72.54,81960.96,20.93,0.516675716,0.002301317,0.356818321,0.76299957,0.929567166,0.354179436,0.012817718,0.738690737,0.342854439,0.164597731
2968,17-Apr,12:00,29.35,73.38,72663.03,22.88,0.934661272,0.082929294,0.043508796,0.815515774,0.255838821,0.255642408,0.986850292,0.380995328,0.334759257,0.398082922
2969,17-Apr,12:10,29.67,71.04,57712.64,21.1,0.026594028,0.757800481,0.743970698,0.554816062,0.544344348,0.378051286,0.037088448,0.741488892,0.737871728,0.539555276
2970,17-Apr,12:20,29.67,70.29,85893.12,24.4,0.702788681,0.376195204,0.71683093,0.317670418,0.114287189,0.230185223,0.172037523,0.727621117,0.531815365,0.338999756
2971,17-Apr,12:30,29.75,70.19,84418.56,23.52,0.965302282,0.006253695,0.807540483,0.047152698,0.750351152,0.647385637,0.565270096,0.47023574,0.732746584,0.003959769
2972,17-Apr,12:40,29.43,69.91,97320.95,21.64,0.656459096,0.616762136,0.097581878,0.668640238,0.678962217,0.243892747,0.385923302,0.641144239,0.710058956,0.140499049
2973,17-Apr,12:50,29.43,71.6,6220.8,24.87,0.729937491,0.336647378,0.931010187,0.959519661,0.141174247,0.128654889,0.52518104,0.531045265,0.272123989,0.834579652
2974,17-Apr,13:00,29.27,74.51,6266.88,24.21,0.606913895,0.502760244,0.825945964,0.124110227,0.487852336,0.54148906,0.040393736,0.756721181,0.71178188,0.989258305
2975,17-Apr,13:10,29.12,73.2,6497.28,24.15,0.671760044,0.020325235,0.831741672,0.265079627,0.935196396,0.749424871,0.825822079,0.648325745,0.277549886,0.66359949
2976,17-Apr,13:20,29.04,76.57,6174.72,22.68,0.46834602,0.838884049,0.285207454,0.138770533,0.881668865,0.593110745,0.220359002,0.094033313,0.1850167,0.531530787
2977,17-Apr,13:30,28.96,73.2,5483.52,28.29,0.803312739,0.150836463,0.84167678,0.647444438,0.632942343,0.821322519,0.25873837,0.871132167,0.968918526,0.211969818
2978,17-Apr,13:40,29.04,75.82,5555.2,23.81,0.064130448,0.086572069,0.256680744,0.697443641,0.429914822,0.001823,0.319344286,0.117824281,0.753123777,0.807953062
2979,17-Apr,13:50,28.96,74.88,5207.04,35.91,0.492273984,0.60974075,0.35003771,0.50226114,0.092013626,0.172304329,0.556756532,0.661164666,0.465486465,0.370418788
2980,17-Apr,14:00,29.12,75.54,5160.96,38.06,0.401412576,0.988454609,0.411120514,0.686684329,0.641994119,0.640169622,0.453787689,0.134212065,0.070371649,0.380486367
2981,17-Apr,14:10,28.96,75.82,4976.64,32.36,0.3230975,0.608393126,0.202393587,0.603394149,0.116658072,0.560935526,0.307620021,0.624384791,0.471920071,0.764060089
